,text,sarcasm
1002,why is so hard to speak English,0
1003,"I like the disclaimer at the the end. ""it has an impact on peoples lives"" ""we should make sure we're doing it right"" #tcusns",1
1004,I love waking up with my whole right side of my face swollen. #not,1
1005,"Ha ha yes - I recognise them all now. The same mob of crooks, thugs and misfits! "": : #ThatsOurCFMEU #SoProud #Not",1
1006,Growing up is stressful as fuck! #thankshighschool #not #fuckplanningclass,1
1007,"Just had a 20 minute conversation with my dad, I we so nice to speak to him ☺️",0
1008,I would listen to our wonderful President Michael D Higgins speak all day. His every word is so eloquently put. Very proud of our President,0
1009,"If you have to constantly remind and reassure people of where you are in life, it's probably not so.. if it was it'd speak for itself",0
1010,good thing none of those outcomes happened.,1
1011,I love when money was taken from my account and I have no idea where it went. #Ohwait #Not #Wheresmymoney,1
1012,I love how Taco Bell in nky closes way before they are supposed to #TerribleService,1
1013,6 hour wait in the city. Loving it. #not #unilyf,1
1014,I love driving in the rain and almost rear ending a corvette 😅 #not,1
1015,So they say i speak a lot. Takes time to finish my sentences.. Well only those who know me better say that,0
1016,"I don't like to repeat myself, so listen to me carefully when you speak",0
1017,"If given the opportunity to speak to every young cat today, I'd tell 'em to not worry so much. There'll be bigger problems later on in life.",0
1018,I love when my stepdad hurts my feelings and makes me cry and doesn't even care..#not 😒,1
1019,When i saw her walking down the street she look so fine i just had to speak,0
1020,So cute! Getting ready to speak at SPARK!,0
1021,Just got a taste of Sunday's sermon from - Isaiah 41 is going to speak so much hope in God into our hearts!,0
1022,"People so fake now a days I speak when spoken to, keep my head in my books, go to work, and stay to myself 24/7",0
1023,I'm in such a great mood today. #not,1
1024,can't wait to go home and do my research paper!! #woohoo #not,1
1025,I love guys who love to stir up shit then want to play the victims after. #not,1
1026,I forgot to mention this in team speak but I'm the designer for Juice so if your wanting any GFX Just contact me,0
1027,Id rather not speak to you then to be ignored so u got it shorty,0
1028,Good to know Kylie's on drugs. #not #corrie,1
1029,I'm always looking forward to class. #not,1
1030,I have a second interview at spare time but I guess everyone's supposed to do that &amp; they told me to speak up so idk if I should be excited,0
1031,I'm gonna get so mixed up when trying to speak either Italian or Spanish form now on,0
1032,Nothing better than having to massively reorganize my calendar while on the road #not,1
1033,"If you learned how to speak up and speak English I wouldn't have to say ""what"" so many times",0
1034,"Great, the students are back.",0
1035,So annoying when you want to speak to someone but don't want to text them first😒,0
1036,I love eat tuna in te school #Irony .,1
1037,my cousin is 5 years old n he doesnt speak norwegian that well so he mixes norwegian n french n its impossible to understand but so cute,0
1038,"i can't speak or write english, is so hard to me. But, i think you can understand this --&gt; ""FOLLOW ME"".",0
1039,God I love it when clients stand me up!!! #not,1
1040,"feels so weird being back here and not being able to speak to one person, Jesus this is hard",0
1041,I have a strong desire to burn my flat down while my Flatmates are sleeping. #jokes #not,1
1042,"If the GOP want to speak with one voice, then they need to act. To date they have done nothing, so Obama has to do what is best.",0
1043,I love when gets a care package from my mom before my sister or I #youdabestmom 😡,1
1044,I kno I say this all the time but the girl care taking my position is SO annoying whenever someone asks to speak to the manager she says,0
1045,Good job by the referees tonight. #Not,1
1046,Another heart op right before Christmas #great #news .. Just what I wanted!! #not ..Merry Christmas ya #filthy #animal,1
1047,"Stressing out at work about stuff to do, then I get hit with an audit for next week. Life is grand!",1
1048,Here is our charity!! Hear the SMO of Port Antonio Hospital speak about why it is so important for you to support...,0
1049,I love u♥ #1FAN #NINTENDO #SHOTGUN,1
1050,Gonna start this again. #yay #not,1
1051,Bitches get so scary when a nigga speak to em. Fuck your number dawg. I'm just wondering where the brown route stop at.,0
1052,I laughed out loud at Total Eclipse of the Heart and Portrait Studio. #RealMoms #parenting #yeahright,1
1053,"I'm allergic to stupidity, I break out in Sarcasm",1
1054,Don't you love it when your boss only talks to you when something goes wrong. Because I know I do!,1
1055,a girl who is sitting next to me right now doesn't speak English so we are talking through google translate omg,0
1056,I love being woken up for no reason when I barely got sleep the night before. #not #fuckoff,1
1057,I know you speak to so many people yet I still try,0
1058,"another day, another dollar. #not 😞😃",1
1059,I know your opinion is biased so I rather no speak to you,0
1060,"hi emma, I love you so much ❤❤ could you please say hi to your Brazilian fans? Ps: sorry, I don't speak english",0
1061,I don't sail dream welcome to reality spoil me with loyalty keep yo cash think nigga ain't shit shouldn't speak so fast BABY I'm 1 of a KIND,0
1062,I didn't even speak to girls while I was with you so how? Lol plus you have a boyfriend why are u worried about ur exes lol,0
1063,I miss the screech of a connecting modem #Not Remember these 10 tech terms?,1
1064,Girl was like 'you look bored' I just nodded and then she was like 'help us with our idea' so I suggested something to her but bc I speak...,0
1065,I just love coming home to my house being 91 degrees😅 #not,1
1066,How did you learn how to speak English so well?? Stay awesome Pewds,0
1067,"Ah I understand, though. I'm just as embarrassed trying to speak French or Spanish because I'm so bad at those",0
1068,ID BE SO SO GRATEFUL TO BE ABLE TO SPEAK TO PEOPLE WHO MAKE ME SMILE NO WHAT WHAT PLEASE I LOVE THEM #Bumps5SOSFanCalls &lt;3,0
1069,I just love getting to work all weekend and have my plans cancled. It's just the best thing ever. #not 😈😤,1
1070,My goodness seems like my tweets are all from my mind. I'm sorry I like to speak out my mind. So excuse me if you hate that,0
1071,When someone says something so retarded you decide not to speak,0
1072,I love how we went from 90 degrees to 60 in one week basically #fuckinOhio,1
1073,Don't mind me. I have a lot of thoughts and no one to speak to. So I'll just speak aloud and hope someone hears me.,0
1074,I have to re-sit my german writing assessment but my struggle here is that i cant speak german so thats that,0
1075,#fleuvogshoes these speak to me on so many levels #music # truth #love,0
1076,nothing better then having mimi super pissed #not,1
1077,I LOVE when I am an hour late. #not,1
1078,So the now asks the Dog to speak about international relations? #familyguystyle,0
1079,"I don't speak English, but I have to tell you what's going on.-Piazza ""I said goodnight, but the game is tied so I'm up.""-Me",0
1080,"Everyone in the valley is dying of heat, and i'm up here in the rain. #yayyy #not",1
1081,So congress essentially asked this moron to keep his mouth shut .,0
1082,Thanks so much for the opportunity to speak with you!,0
1083,"Good thing the aints let Sproles go, he doesn't look explosive at all.",1
1084,just got announced that you're coming down under for Semi-Perm! SO excited to hear you speak in the flesh. Can't wait,0
1085,yes! he tried very hard to speak english ^^ it made me happy! he's so kind and cute,0
1086,Great to speak today; thx for being so engaged with the idea of #resilience &amp; #businessperformance; lovely to meet you all!,0
1087,i have to say so many things in this class but i feel like i'd get really angry and i'm sitting in the back so i don't want to speak loudly,0
1088,Definitely my favourite test of the year.. 😩🆘 #not #lovegeography #why,1
1089,I wish you niggas stop reporting my Life to My BD only one Nigga can speak on my where abouts SO IF U NOT SHAWN YU CANT CHECK SHIT TF,0
1090,I love starting my work day with a 2 hour staff meeting. #theyreajoke,1
1091,"I mean, if the site's so awful, just leave, but sometimes you see things that are blatantly unfair and HAVE TO speak up.",0
1092,I'm currently wearing cowboy boots &amp; shorts &amp; A nike jacket #fashionatitsfinest #not,1
1093,i have a Spanish teacher that doesn't even speak English that well so I just nod whenever she talks to me,1
1094,Being bored is seriously the one thing I like too do. tweet,1
1095,You don't know what it's like to starve so don't speak on it please.,0
1096,I literally wear leggings every day. #NotMad,1
1097,I just love when I'm listening to my music on shuffle and then all of a sudden U2 starts playing. #not #thanksapple,1
1098,I'm glad I still get the text message and phone call for jessups fire drills. #not #idontevengothere,1
1099,When its time to speak up. Do so!,0
1100,but you said not to speak to you so guess i should leave☺️,0
1101,"Every time I speak to my mother, afterwards I have this emptiness in my heart because I feel like shes so far from me.I miss living with her",0
1102,Good thing I brought my headphones 😭 tweet,1
1103,I love waiting for cast lists. 😅 #not,1
1104,I know because I blocked you after you said don't say nothing else to you so you do the same don't speak to me either,0
1105,"Yes, you can speak like a native! We've got the magic potion #twinglish",1
1106,Thanks so much for coming to speak You were perfect!,0
1107,I love when people don't text back it makes me so happy....,1
1108,"my dad is so jokes whenever we go to a drive through, feels he has to speak way loud 😂",0
1109,"There is no such thing as ""too busy"". When you really want to speak/hang out with a person, you drop everything to do so. #cutthecrap",0
1110,"I wonder how people truly feel, everyone's so afraid to just be themselves and speak their hidden thoughts or feelings.",0
1111,I'm so excited to here Brandon speak tonight!,0
1112,I love it when kids sneeze in my face #not,1
1113,I love the presidential fitness test!,1
1114,I'm done with guys. lol. I might just turn lesbian for a change.,1
1115,I just love hearing peoples opinions on things they know absolutely nothing about! #Not #PleaseStop �,1
1116,About to become a comedian so I can speak what's on my mind and not get un trouble for it cause I'm a comedian!,0
1117,I love how I got a runny nose and all over night and I'm still dealing with it #not #whyme #nobueno 😖😒,1
1118,I hope so! We are scheduled to speak later this week. I have your contact information. Looking forward to it!,0
1119,"actions speak louder than words, so just know your words are dirt to me until you prove it to me",0
1120,Don't you just love Vegas,1
1121,days where your ride forgets about you and you're late to school,1
1122,Having a cracking day at work #NOT,1
1123,I love how hypocritical he is 😂 #not,1
1124,I'll alert the media! Everyone cares where you live! (),1
1125,and my father does not speak to me so I can't get a passport till I'm 18.. I WISH THAT I WAS 18,0
1126,Idc if everyone's pissed at me tbh. Someone had to speak up and well I'm not in a good mood so I decided to be that someone.,0
1127,Ahhh... to be 20 again... and know nothing but convince myself I know everything. Oh how I pine for that level of delusion.,1
1128,I feel so bad so many girls from my hall have said hi to me with the biggest smile &amp; I can't even find it in me to speak so I smile weakly.,0
1129,"I feel bad that I don't speak to either so much, but we're all doing our own thing and we talk occassionally",0
1130,"God is currently using so many people to speak to me in ways that I truly need to hear, and it is so incredibly beautiful.",0
1131,I'm so excited to hear speak tonight at the mix! You guys aren't going to want to miss this!,0
1132,Every music video now a days is all about the booty -my cool ass mom,1
1133,"I prefer Italian. "": One language i want to speak so fluently is Spanish... it sounds very sexy""",0
1134,I really have to think before I speak im so cheeky to new people!!,0
1135,Everyone's being so nice today I love it ❤️,0
1136,im honestly british and indian this is so offensive im considered chinese and unable to speak english,0
1137,Finally :333 and then I'll be able to speak french next year (I hope so),0
1138,why is it so hard to speak to someone in the UK???,0
1139,Want to know what's really happening in #Libya Read this please Tried so hard-got so far-in the end- doesn't even..!!,0
1140,sometimes I get so fucking fustrated bc Ijust want to sPEAK TO YOU not as 'omg ily so much' but just 'how was your day?' Thing,0
1141,i am literally so sarcastic all the time that when i use the tag #NotASubtweet even i dont know how to feel,1
1142,wallah it's so easy for us to get a job in algeria when u speak french/English !,0
1143,Actions speak louder than words so I refuse to be fooled by something that sounds so good when I never see a follow up,0
1144,I love how you made an effort to text me today. #not but what ever.,1
1145,Good to know I wrote about Obama's argument for an immigration and very little has been done about it! #not #eng1568,1
1146,I love parking across campus and walking in the rain😅 tweet,1
1147,i have to meet a girl tomorrow for a project and im so nervous im so awkward and cant speak swedish fml,0
1148,And now I've caught the freshman plague wow this week is just getting better and better,1
1149,I am in awe of people who lie frequently and often. How do you keep it all straight?,1
1150,I'm glad so many ppl have visited me in Edmond ☺️☺️ #not,1
1151,"Just got invited to speak at a thingy as an ""expert"" so... #BeyonceGifNeeded #Beyonce #Gif #Needed",0
1152,Good thing the #Jays gave Stroman that extra day off.,1
1153,every time we speak you cry so i stick to texting.,0
1154,Holy fuck am I ever in a bad mood.. Haha today will be great #not,1
1155,Sometimes I wish I learned how to speak Spanish when I was younger so I could speak fluently now,0
1156,If u get the chance to hear frm speak grab it with both hands! Fantastic story &amp; so normal! #bizpartyinspires,0
1157,"Hi Jack, Sky News would be very keen to speak to you about this. Please would you follow so I can DM?",0
1158,"When you let it speak for so long, it has control over you, it wants that control back and it is the biggest struggle to stay strong.",0
1159,feeling like a million bucks after that chem 2 test. 😅 #not,1
1160,I can't be alone with people bc i just turn so awkward and i won't speak unless they talk first and even if they do i never know what to say,0
1161,I love it when my dog pees on my bed... What a nice morning surprise #not #wtfpanda 👿🚫🐶,1
1162,I love wearing my hat floating on my head,1
1163,Apparently I'm not that person... #makesmefeelgood #not,1
1164,I literally get so turned off when guys say they want to cuddle #nothx,1
1165,Because being a bitch in front of everyone is so classy.,1
1166,Thanks so much for taking time out to speak to me though. Amy had some amazing fans you're testament to that!,0
1167,Because Nike does not employ anyone who's been arrested for domestic abuse they pulled their sponsorship of Adrian Peterson,1
1168,I just love getting shots💉 tweet,1
1169,Yikes! So sorry about this Kari Visit your local store w/ your receipt&amp;speak to the manager. If anything: https://t.co/5dFBcrpNP1,0
1170,83 slides to study and memorize by wednesday yaaass i love college #not,1
1171,for the first time in forever I'm happy with my English homework 🙌 #ProWriterOverHere #Not #TerribleAtEnglish,1
1172,after practice selfies are always the best😁 #not 😂,1
1173,Don't want to speak to me? Absolutely fiine - but let me know in advance so I don't look like a mug yeah😒,0
1174,"Actions have reactions so don't be quick to judge, you may not know the hardships people don't speak of'",0
1175,I have found the prefect dress for Jamie and Claire's Wedding I will have to remember to get there early so I may speak with the newly weeds,0
1176,"Great to see you guys, thank you so much for coming! Speak soon!",0
1177,I love it when someone won't admit that you're right so that they can keep up the illusion that they're smarter than you are.,1
1178,how come you manage to speak my mind yet so much better than my words ever would!?!,0
1179,"Follow Looni on Facebook, he might say something #ignant",0
1180,I love being stranded in my car during this storm. #NOT Good study time tho✔️💯,1
1181,I get really nervous starting conversations with people in person :3 so sorry if I never speak to you.,0
1182,I just love how you're always there for me #not,1
1183,There's an Aussie here promoting one of the CT governor candidates so my only form of entertainment is listening to him speak.,0
1184,Don't find me when U need me. #mohonterasa,1
1185,i really miss some people so much knowing i'll never be able to speak to them again like i used to,0
1186,I love that my hair naturally parts down the middle.,1
1187,I love puking because I'm in pain. It's really fun. #not,1
1188,"A great TED Talk on ""How to speak so that people want to listen"". Learn to command a room or speak with empathy:",0
1189,10/10 thanks for replying #not,1
1190,... and I deserve to have you erased from my memory. Thanks for the trip to hell and back.,1
1191,i don't know how to speak to people i'm so weird and i babble too much,0
1192,I like to speak my mind freely so fuck you and your opinion,0
1193,"Good job to you, old man standing beside me in the elevator, open-mouth chewing your gum. #petpeeve #elevatormanners",1
1194,"If you have the chance to see Rick Hansen speak, don't hesitate to do so. An amazing story delivered by a gifted speaker.",0
1195,Just cause you like to speak doesn't mean I *like* to respond just cause you say so.,0
1196,had a suprise maths test today in finance i was so pleased about that #not,1
1197,Action speak louder then wrds so I just need to prove her wrong 😏😏😏,0
1198,i mean i just got tired bc no one talks to me so what's the point on being mutuals if we don't speak ya know,1
1199,I love the manners of people today... #not,1
1200,I love coming home to this. 😣,1
1201,I put my head down on purpose so I won't have to speak to other ppl... #judgemenot #imgonnadobetter,0
1202,I love having perpetually swollen ankles. It's awesome #Not,1
1203,Glad my dog chewed up the $40 bed I bought him,1
1204,There's a new girl from Columbia coming to my school&amp; she doesn't speak English&amp; I wanna help her&amp; make friends but so many people voluntee+,0
1205,Got to love it when my sister goes on my instagram and likes randomers pictures. #not,1
1206,"I wish I lived in London, I get on so much better and actually speak to London fans compared to ones from Manchester",0
1207,Thank you! So happy to have had the opportunity to perform A Time To Speak at Wirksworth Festival x,0
1208,I feel so ill at the moment that I cant speak to my friends... Noone can help me with what I'm going through. Noone even tries.,0
1209,This n***** are so stupid this days like they don't understand for s*** want me to speak Chinese to you ching chong !👹,0
1210,After 3 lots of laser treatment on my left eye I was thrilled to receive this offer #NOT,1
1211,When last did someone speak so impeccably of you? Has a man ever done to your physique what I do to your soul?,0
1212,Good thing I asked for a caramel apple spice and got a cappuccino. Thanks a lot Starbucks. #not,1
1213,nothing like shooting 200+ pics before realizing they're JPEG and not RAW to really start this day off GREAT. #not,1
1214,Five references? Do they really think people are so untrustworthy that they can't speak to two or three?,0
1215,I have no idea of what you speak of bday celebrations mine was 2 weeks ago so I have no celebrating to do,0
1216,I LOVE how my chromebook just crashed. .,1
1217,Actions speak so much louder... But I'm the one who needs to put in effort.... YOU GOT ME F'ED UP,0
1218,People say I'm so hard to speak to,0
1219,I'm down 3lbs from my Popsicle diet. Yay sore throats!,1
1220,I just love discussing the different types of suicide this early in the morning. #not,1
1221,Ahaha omg it's so funny when you find out funny as fuck stuff about people you used to speak to,0
1222,"wanted to help him but he cant speak and understand english, i feel so bad",0
1223,Funny how you can speak to someone 24/7 for so long and next you act like you don't even know each other 😄,0
1224,Don't look so sad dog you have the microphone you have the power to speak your voice for the change you believe in,0
1225,"You ever wish better.. Like you see them doing worse and you don't speak w them, so you just have to watch them district. Worst",0
1226,Wanna speak to people on here so bad omg,0
1227,i just imagined you dancing like this,0
1228,just moved Here in germany so i don't really know to speak german really good and i need New friends here 😥,0
1229,I love walking from Wilson all the way to dodge #not,1
1230,So cute lah when he is trying to speak malay,0
1231,Glad to know youre here to help when i need you.... #NOT,1
1232,I mean great news always come at the right time 😊 tweet,1
1233,Yesterday I was told that I speak from my stomach that's why people don't hear my voice clearly so I'm trying to sound a little bit squeaky.,0
1234,9am - 9pm work day done. 👊 round 2 tomorrow #yayyyy #not,1
1235,"I just love how I start wedding planning in my head only at night. I mean, who needs sleep anyways... 😅 #NOT",1
1236,"I just absolutely love that it takes 30/45 minutes, sometimes even an hour to get a text back! #not #irritatesthefuckouttame",1
1237,I love rushing around #not 😔,1
1238,Being sick brings out the bitch in me. I should be sick more often #Not � � � �,1
1239,How did I miss my son's first AAA Bantam goal #not cool,1
1240,I mean yeah! I'm probs not going to speak to one of those other guys so ya know lol,0
1241,I just love allergy eyes and breakouts on the same day..... 😒 #not,1
1242,I don't speak doctor... So y'all need to dumb down this medical talking down just a bit #mayohospital,0
1243,Good thing I have unlimited texting 😂#phonesjustblowingup #not,1
1244,I love all the app update notifications I'm getting due to iOS 8's launch tomorrow,1
1245,"The reason im so blunt is because imma #Sagittarius ♐ all i know how to do is to speak my mind, and never have a filter.",0
1246,I can't wait to become a sports analysist so i can speak on these topics.,0
1247,Drunk People at the subway station. Fun! #NOT,1
1248,I would pay so much money to never see or speak to you again,0
1249,I don't beg for friend so whether you speak to me or not I don't give a flying fuck,0
1250,I love being sick and having to work anyway #not,1
1251,so then the PM should speak to the states. Not throw out the women or even have his MPs say so.,0
1252,I'm at 99 followers 1 more and I'll be a somebody YAYYY,1
1253,I encourage all females to speak direct or not at all and stop being so catty and messy going to the next. 😪 That is all,0
1254,I literally just about killed myself falling down stairs and it's just 9:30 AM....😁 #cluts #notsafe,1
1255,Accounting problems about tacos makes homework so much more fun! #Not,1
1256,A girl had her hair down on the team we lost to tonight so no one is permitted to speak to me for at least 72 hours.,0
1257,"I hate I think faster then I speak, I have so much to say and get tongue tied!!!!!!!",0
1258,I don't always understand everything in economics. But when I do - I make sure to speak up so I get my participation points for the day. 😏💯,0
1259,Id like to thank not only god but yeezus that half the people in my gym class don't speak english so we never have time to do anything,0
1260,I'm Finna start being so stiff on these hoes my text back game finna be weak my walk by ya and don't speak game is to,0
1261,Glad I'm the ONLY person you need. #not,1
1262,I love when I only get 2 hours of sleep 😊,1
1263,My pot smoking neighbor just got home! Yippee!,1
1264,Just one question... Your kids are not here so you are free to speak in spanish... as I supose you do at work..,0
1265,I love feeling sick and having zero appetite on a daily basis 😄 #fml,1
1266,I have to pretend to be asleep so people in my house don't speak to me,0
1267,im so fucking pissed im in that mood to where its like fuck everybody nobody speak to me,0
1268,I love how I can pull all nighters not bc I want to but bc my body physically does not let me sleep tweet #killme,1
1269,I don't know how to speak to people so I'm just 100% myself all the time and that's probably really weird unless you do actually know me,0
1270,Exactly what I needed to cheer me up. Excellent. tweet,1
1271,Hi George. I need to speak to you urgently about something I think you'd be interested in. Can you follow me so I can DM you?,0
1272,Because i wanted to miss 2 important classes today #NOT,1
1273,I'm glad I look absolutely stunning in the mornings,1
1274,College is fun #yeahright 😒😒😒,1
1275,Added one more credit to my work load because school is my favorite thing,1
1276,If we have the right to speak then why are so many of us punished for speaking our mind,0
1277,I loooveeee when people text back ... 😒tweet,1
1278,How can you act so excited for my child to enter the world when now the only way I speak to you is if I call you..?,0
1279,If you so much as speak to your bestfriends ex in the real world you are exiled,0
1280,"Because of the glare from the sun, of course #not",1
1281,ewwwwwww I actually puked. Hahah just how I love to start my Monday mornings 😒😞😷 #NOT,1
1282,thank you!! So much gorgeousness all together! And I enjoy listening to him speak soo much so thank you!! Would have taken me,0
1283,3 benchmarks tomorrow 😊 #soexcited #NOT,1
1284,"IF these gov. pple care so much about DV, why don't they pass #CIR so women/men can be free to speak up about it?",0
1285,"Everytime after I speak to my nan, I just have a massive breakdown because it's just so hard",0
1286,Don't see how you could even still speak to someone after they caused you so much shit,0
1287,"i love peri , she give the worse relationship advice ever 😭😊💕 #fact #thinkingbouthowmanytimesshecouldhavehadmesingle .😂😂😂😂",1
1288,All I have done is get dressed for work and Owen is already #kicking away. #thisisgoingtobefun #not #PregnancyProblems #pregnancy,1
1289,I love allergies sooooooooooooo much!! #not,1
1290,i don't rly know how to 😣 too shy/introverted to speak on it so i stay waking people up thru my writing... but i'd rly like to,0
1291,I just don't get how you can be so attached to someone and then one day never speak again.,0
1292,Agreed. THeres a bigger point in there that scientists must respect philosophy tho as it is homebase so-to-speak,0
1293,After a 8am meeting now to domestic abuse training for 7 hours😕😕😕.. Omg I so love my job at times#not.,1
1294,I have to ask why do you let Nathan speak so poorly about your mother? If it wasn't for Babs god only know what would've,0
1295,I got a free sample of this awesome new perfume.. It's called eau de gasoline 😞 #ihadanaccident,1
1296,"I know I'm insane for it, but I have literally wanted to be in a fight club since I was ten. #Whoops #notgood",1
1297,"Apparently, i live in a gang infested neighborhood, where i can witness drive by shootings from my front porch! #sofun #not",1
1298,Having such a great day #not,1
1299,I love how everyone stopped texting me back😒 #not,1
1300,I love stating the inevitable and getting no reply!,1
1301,"when it comes to kids,actions speak louder.so they should be spanked sparingly not hit,It does not kill them",0
1302,"I love college! Except for the homework, exams, and late night studying. #helpme #collegelife #must #not #fall #asleep #too #much #homework",1
1303,I really wanna speak to someone else that's psychic so we can share our experiences with eachother,0
1304,I follow so many ppl who aren't fan accounts or who don't speak English omg!!! Honestly thinking of unfollowing to 0..,0
1305,I'm awake when you all are! Go me! #not really #its6am,1
1306,I wish I learned how to speak Turkish so I can understand what I'm listening to,0
1307,Biology exam at 1:40! WOOOOO tweet,1
1308,I love going over the same info I put in an email with people that don't look to see if said email is in their inbox #worktweet,1
1309,Good job on the homework 😉 #gettingshipdone #not,1
1310,I love those new Lincoln commercials with Matthew McConaughey driving in the dark and muttering nonsense to himself. #not #supercreepy,1
1311,"When Michele Obama trying to plant some trees where your weed farm is , so you gotta speak some sense in dat bitch",1
1312,Everything just keeps getting better and better. #not �,1
1313,guess what?!!!? i wrote a sentence for my chapter today!!!! A SENTENCE!!! i feel so complete!!!,1
1314,I love it when my roommates alarm clock goes off every 10 minutes!,1
1315,I always enjoy it when I am having trouble navigating a women's clothing store because of the MEN hanging around in there. #not,1
1316,i really want to be able to speak spanish but it's so hard,0
1317,“: It was so great to see u again!Thanks 4 allowing me the opportunity 2 speak about gratitude!.My pleasure,0
1318,I love having writers block and a speech due tomorrow morning 😊 #Not 😤,1
1319,Add more weeping to your writing with onion-infused paper,1
1320,"I don't like that when I'm being nice people speak to me so rudely, shit Fuck you too.",0
1321,I'm gonna swing from the chandelier tommorow #not,1
1322,I dont beg noboddyy to fwm so if we don't speak we just won't bc I don't kiss ass.,0
1323,I love it when people start rumors about me #not,1
1324,So annoying when the only person you wanna speak to is the only person you can't 🙍💆,0
1325,I'll always be here. 😂😂 #yeahright,1
1326,"Sometimes, my dad likes to speak French. Except he doesn't know any French so he basically just babbles to himself #atleastheshappy",0
1327,Great to see the fans flocking to the stadium in Baltimore to watch their first place team.,1
1328,"I know i'm not ""A"" and I'm not ""C"".... because I know were meant to ""B"" #LoveIsLove #yeahright",1
1329,Got to write an essay tomorrow before English. This should be fun #not,1
1330,My english teacher told me yesterday to write and speak in english as much as I can so that's what I'm going to do,0
1331,Good thing I'm starting my hw early tonight!! tweet,1
1332,Got the unfollow from Tyler reed really hurt my feelings #not,1
1333,"Actions speak louder than words, so sometimes you just have to believe what you see &amp; forget what you hear",0
1334,I just love not hanging out with my boyfriend.,0
1335,I love how the credits for the 2014 Godzilla movie always speed past the Japanese names to focus on the western ones.,1
1336,I feel so sad when I don't speak to Dim all day 😔 still feels wrong,0
1337,I live it when my boss calls me and says she needs me to work in five minutes.,0
1338,When you and your Bestfriend just speak Spanish to each other so no one knows what ur saying 😈😈😈😈😈,0
1339,"Confession Def: Female masturbation Publicaly speak to ur friends about using ur vibrator last night, so good that infact you saw god.",0
1340,I LOVE formatting dates in PHP.,1
1341,Family know how to make me feel good about myself #NOT,1
1342,"Accuracy in Obama-speak means limiting rules of engagement, leaving people to be killed by ISIS just so we can say we are precise.",1
1343,I don't respect certain people enough to even speak to them so all I could do is talk behind ya back cause ya face disgust me,0
1344,I'm so excited to hear Fr. Greg speak. His book tatoos on the heart is amazing.,0
1345,I LOVE ALLSTATE AND PEOPLE WHO CA NY DRIVE AND RENTAL CARS AND INSURANCE AND CHATHAM PARKWAY TOYOTA THEY MAKE MY F!CKING DAY #not,1
1346,I love being woken up at 8:30 in the morning to the sounds of drills and hammers #theperksofgettinganewtoilet,1
1347,anyways I'm so dead been sleep deprived all wk cause of these exams need to have an early one I'll speak to you after goodnight 😊,1
1348,I'd ideally like to be with an igbo brother so our kid/kids will speak our language but sadly we just never gel. 😢😢😢,0
1349,"I JUST WANT BILL NYE TO COME TO EUGENE, OREGON SO I CAN HEAR THAT GENIUS OF A MAN SPEAK",0
1350,There is this 1 quince picture I have that I'm not sure if I want to keep or not bc I no longer speak to that person but I paid for it so 😂,1
1351,I love love love that I am getting sick... #not,1
1352,good but there's a lot of Katie's around so idk but we need to speak more smh,0
1353,Good thing I'm learning about ohms law and electric fields because I'm gonna use that everyday in the health field #not,1
1354,godd it is so nice to be able to speak to people in japanese at school lmao,0
1355,Im so excited to wake up at 4 for my flight tomorrow! #not,1
1356,wallah I'm so done with you Ibrahim. What did I speak to you about today 😭😭😭😭😂😩,0
1357,Aren't chronic daily migraines fun people!?!?! #TheyHurt,1
1358,My favorite part of being injured &amp; not being able to run is still getting to wake up at 6 every morning for practice. #not,1
1359,I don't speak to them in real life so am I fuck gonna converse with them via a social media site.. Bloody weirdos,0
1360,I dont understand how people can be so mean that they drive someone to kill themselves. Think before you speak..,0
1361,I love how you lied to me instead of telling me the truth. #greatfriends #not #thanks,1
1362,"Every time I speak to Kate I could so easily burst into tears, such an emotional filled week🙈😥",0
1363,addition. You clearly don't know much about what you're trying to speak on so like I said. LEAVE IT SIS.,0
1364,Thank you for this! I'm so jealous you got to hear him speak.,0
1365,"When I saw her walking down the street she looked so fine, I just had to speak I asked her name... 🎶🏃🍃",0
1366,i literally cnt sit down and watch football.. idk why i just cnt #notmything,1
1367,I just love it when my arena lights go out when I still have 3 more horses to ride. #not #whyme,1
1368,God puts so many words on my mouth when he wants me to speak to someone for real,0
1369,I honestly don't think u can ever imagine how much ur words speak to me!!! youve open my eyes 2 so many wonderful things!!,0
1370,100% battery when i leave home aaaaa 7:15am... 49% by the time i get 2 Hammersmith... #TeamiPhone yayyyyyyyyyy,1
1371,A boy being able to speak another language is so attractive,0
1372,I wish my grandma was still alive so she could teach me how to speak fluent Hawaiian,0
1373,Good thing we really discussed this essay for English tomorrow #not 😡,1
1374,Because I would rather do homework instead of sleep.,1
1375,I learned so much chatting w/ u today! Thank you! I will continue to always speak from my heart! U are a gift to #NoKidHungry!,0
1376,I live for 5 hour practices #not,1
1377,Cracking my screen was a lovley way to start my morning,1
1378,IF YOU SAW ED SHEERAN I HATE YOU DO NOT SPEAK TO ME I AM SO JEALOUS 😡😡😡😡😡,0
1379,I mean to do for me my I speak so openly about everything on twitter you all know far too much about me,0
1380,If I dnt bag I'll be thinking bout yo ass for the whole week. No time for cold feet. He too bad to pass so fine I'm gon speak.,0
1381,Idk y but I get so nervous when I have to speak Spanish.. 😓,0
1382,The best part about being an adult: payday and paying bills.,1
1383,I love being single ;) #notreally #wtf,1
1384,After a long stressful weekend I love having a busy day of classes and activities. #not #😫,1
